,author,content,title
93,,"
",
94,دبېنواويبپاڼي اداره,"
Copyright © ‌Benawa.com 2004-2006 All rights reserved
د بېنوا ويبپاڼي د كاپي كولو حق محفوظ دى، هيڅ يوه خبري رسنۍ حق نه لري چي د ويبپاڼي له اجازې پرته كوم خبر يا مقاله كاپي كړي . 
بېنوا ويبپاڼه په هيواد كي دننه او بهر ټولو هغو چاپي، برېښنايي، راډيويي او ټلوېزوني رسنيو ته په ډېر درنښت خبر وركوي چي له دې ويبپاڼي څخه دخبرونو اونورو موادو اخيستلو پر مهال دبېنوا ويبپاڼي ( Benawa.com)  يادونه وكړي . 
بېله دې د ويبپاڼي اداره حق لري چي د نړيوال مطبوعاتي قانون پر بنسټ له اړوندي خپروني څخه دخپل حق غوښتنه وكړي .
 
په درناوي         ",رسنيو ته د بېنواويبپاڼي خبرتيا !
95,,"
د کندهار په ښار کښي په يوي بمي چاودنه کښي د يو تن د وژل کيدو او څلورو نورو د ټپي کيدلو خبر ورکړل شوي دي. طالبانو د بريدپړه په غاړه اخيستي او واي چي هدف يي  د ملګرو ملتونويو موټر وو.  دغه چاودنه نن د کندهار ښار  ختيځ لوري ته  دخوجک بابا په سيمه کښي د ځايي وخت سره سم په دري بجي رامنځ ته شوه. چاودنه په يو جيپ کښي ، چي روسي ډوله وو، د ځاي په ځاي شوو چاوديدونکو موادو له امله وشوه. دا چاودنه په داسي حال کي وشوه چي پرون دې ښار ته د افغان ملت ګوند مشر ښاغلی ډاکټر انوارالحق احدي هلته و ، او په سلګونو تنه دنوموړي ګوند غړي او سپين ږيري يې غونډي ته ورغلي وه . دا چي د نن بمي پېښه به له پرونۍ غونډي سره تړاو لري که نه ، لا مالومه نه ده .
 
 
 
 
 
 
 
  ",په کندهار کښي بمي چاودنه وشوه 
96,خپرنيزه څانګه,"


ګزارشګر : حکمت الله څرك  / کندهار
 
 
په كندهار كي د افغان ملت ګوند له خوا
د كرزي د كانديداتورۍ  ملاتړ غونډه جوړه شوه
 
 
 
 
د روان كال د وږى پر ١٢ مه د  افغان ملت ګوند له خوا د حامد كرزى د كانديداتورۍ د ملاتړ غونډه  د نوموړى ګوند د مشر پروفيسر ډاکتر انورالحق احدي په مشرۍ او د سل ګونو ګوندي غړو، سپين ږيرو او ازادو خلګو په ګډون د كندهار ښار په خوشبخت سالون كي جوړه شوه.
 
دا غونډه تر غرمي وروسته پر٣ بجې  د قران شريف د څو سپيڅلو اياتونو په تلاوت سره پيل شوه په پيل كي په كندهار كي د ګوند د ولايتي شورا غړى او د كندهار د ګمرك رئيس حاجي عزيزالله اسحاقي د پيل وينا وكړه، په هيواد كي پر شته ستونزو، د هغو پر لاملونو او د اواري پر لارو چارو يې وږغيد.
 
ورپسي د نوموړى ګوند مشر ښاغلى ډاكتر احدي د تودو چكچكو په بدرګه د دريځ مخي ته وبلل شو ښاغلى احدي په پيل كي وويل:
 
زه ستاسو د تاوده هركلي او احساساتو څرګندولو لپاره د مننى ټكى نه لرم خو بس وايم چي تشكر،نوموړی  لومړى د ملتونو د سياسى تكامل پر بهير وږغيد او ويې وويل:
 
ملتونه د خپل سياسي تكامل په ترڅ كي له درو مرحلو څخه تيريږى چي لومړۍ يې د دولت جوړولو دويمه د ملت جوړولو او دريمه يې هم د ديموكراسۍ مرحله ده، ده د همدغو درو پړاوونو په اړه اوږدې خبري وكړى، بيا د افغان ملت ګوند پر تاريخ او ارزښت وږغيده او په پاي كي يې د خپل ګوند له خوا د ښاغلى كرزى د كانديداتورۍ د ملاتړ اعلان وكړ.
 
ده د خپلو خبرو په ترڅ كي د كرزى د حكومت مثبتو او منفي اړخونو ته اشاره وكړه او مثبت اړخونه يې فوق العاده ځواكمن وبلل، ده همدارنګه د كرزي حكومت په افغانستان كي يو انقلاب وباله او د دې انقلاب د تكميل لپاره يې د كرزى بيا ټاكنه اړينه وبلله، ده وويل:
 
زه ډير ګمان كوم چي كرزى صاحب وړونكى دى، خو ښه خبره به دا وي چي موږ دي په ښه لوره اكثريت سره بريالي كړو، په لوى اكثريت د برياليتوب ګټه دا ده چي دي بيا كولاى شي چي پخپله اداره كي لوى تصميمونه ونيسى، ده همدارنګه د نورو ګوندونو په اړه پرته له دې چي نوم يې ياد كړي نظر وښود او ويې وويل:
 
موږ كوښښ كوو چي د ګوندو تعداد لږ شى او درو څلورو ته را ورسيږي او نورګوندونه چي دي ماته يې هيڅ واضحه تګلاره او پلان نه مالوميږى.
 
په ده پسي قومي مشر او د كرنى پخواني وزير عزيز الله ( واصفي ) په كندهار  كي د نوموړي ګوند د ښځو د جرګي مشرې عاليې، په زابل كي د ګوند ولايتى جرګي منشى سيدا جان ( غمخور) ،په هلمند كي د ولايتي جرګي په استازيتوب امان الله ( سعادت )، د كندهار پوهنتون رئيس حيات الله ( رفيقي ) او يو سپين ږيري سيد ظاهر اغا ويناوى واورولې، د غونډي په وروستيو كي ځينو مشرانو او تجارانو ښاغلى احدي صاحب ته پګړۍ ور پر سر كړه او نوري ډالۍ يې ورته وړاندى كړې، غونډه د ماځيګر په پنځه نيمو بجو د دعا په ويلو سره پاى ته ورسيده.
 










  ",ډاکتر انوارلحق احدي او د کندهار غونډه 
97,,"
",
98,,"
د نړيوال اعتلافي ځواکونو يوه وياند د شنبې په ورځ وويل ، دوی به دافغانستان او پاکستان په پوله کي  د سرحدي ځواکونو سره مرسته وکړي تر څو د طالبانو د ازادانه تګ راتګ مخه ونيسي . د اعتلاف ځواکونو دا خبر په داسي حال کي ورکړی چي د ناټو په مشرۍ  نړيوال سوله ساتي ځواکونه د ولسمشرۍ لپاره د ټولټاکنو تر مخه د پرله پسې بريدونو خبرداری ورکوي . پاکستاني پوليسو ژمنه کړيده چي هغوی به د افغاني پولي د امنيت په ساتلو کښي د افغاني لوري سره مرسته وکړي تر څو د طالبانو د تګ راتګ مخه ونيسي .  ",نړيوال اعتلافي ځواکونه او د پاکستان سرحدي سيمو امنيت 
99,,"
ازادي : ټاکل شوي ده چي د ټولټاکنو لپاره د نوم ليکني بهير به په پاکستان کي د ميزان د لومړۍ نيټې څخه پيل شي او دري ورځي به دوام وکړي ، يو شمير افغان کډوال دا موده لنډه بولي او وايي چي ښايي ډيری افغانان په دې موده کښي د رايي کارتونه تر لاسه نه کړای شي . په پېښور کي افغان کډوالو د نوم ليکني پروسه پې ډيره زياته ځنډولې ده .همدا ډول په پېښور کي د کډوالو د ادارو پر کارکوونکو تورونه لګيدلې دي چي د نوم ليکني لپاره د کارکوونکو د ټاکلو په برخه کي رشوت اخلي . په پاکستان د نوم ليکني دچارو واک اې او ايم او بي پي ايل ته ورسپارل شوي ده . پېښور کي ځينو افغان کډوالو وويل چي په داسي تنګ وخت کي به ناممکنه وي چي ټول افغانان د نوم ليکني لپاره نومونه راجستر کړي . ",په پېښور کي مېشت کډوال او د نوم ليکني پر بهير نيوکي
100,,"
تېره ورځ دسهيل لوېديځ زون  قومي مشرانو ، ديني عالمانو دکندهار ښاردسرې جامې په جومات کې په راتلونکو ټولټاکنو کې دحامد کرزي ملاتړ اعلان کړ 
.
داغونډه چې دسهار له ا تو بجو پيل او دمازويګر تر ناوخته يې داوم وکړ دفراه ولايت دخلکو استازي حاجي الصمد ساهو ، دکندهار دخاکريز اوسيدونکي سيداجان ،دکندهار دمجاهدينو استازى محمدعمر ساطع ،ملالطيف اخند او زلمى مجددي دغلجيو ټبرونو استازي ،محمدولي هوتک دنورزيو او اڅکزيو قومونو استازو دحامد کرزي تېره دوکلنه دوره ښه وبلله، ددوى په وينا په دې دوره کې افغانستان سياسي او اقتصادي حالتونه دخلګو په ګټه بدولون وموند، نو ځکه ددوى په وينا دوى په راتلونکو ټولټاکنو کې دحامدکرزي له کانديدۍ نه ملا تړ کوي .
په نوموړې غونډه کې دافغانستان بانک او دافغان ملت ګوندمشر انورالحق احدي هم ګډون درلود ده حامد کرزى دهيواد دسولې ريښتينى خدمتګار وباله او دهغه دکانديدوڅخه يې ملاتړ اعلان کړ.
په دې غونډه کې دکرهڼې پخواني وزير عزيزالله واصفي دجمهوري رياست لپاره دانتخاباتو په اړه مفصلې خبرې وکړې، او رايه ورکونکي يې دانتخاباتو پر مهال مسئوليتونو ته متوجې کول.
  ",په سهيل لويديځه حوزه کښي د حامد کرزي په ملاتړ غونډه  وشوه 
101,,"
                                                   

دپنجشنبې په ورځ دکندهار دمنډيګک په ماڼۍ کې داصلاحي مشورتي جرګې په غونډه کې ددې فلم په اړه خبرې وشوې .
نوموړى فلم چې دکندهار په سيمه کې دبياودنولو پر بهير جوړېږي دکندهار والي يوسف پښتون په نوموړې غونډه کې دپلان رياست ، ښاروالۍ اونوروادارو مسئوليونو ته په دې اړه دنده ورکړه چې دبياودانولو کارونه راپورتاژ په پاى کې مرکې وکړي اوهم هغه ځايونه چې بيارغاونې ته اړتيا لري په نښه اوڅرګند کړي .
دکندهار والي په دې ډېره خوښي څرګند ه کړه چې ددې سيمې بيارغاونه دمستند فلم له لارې خپلو هيوادوالو او نورې نړۍ ته ښول کېږي.
ديادولو وړده چې څوکاله وړاندې کندهار ښار دطالب رژيم  يواځينى مرکز وه چې دامربا المعروف تر سخت تسلط لاندې وه چې دفلم کتل ګناه بلل کيده ، او تر نورو ولايتونو يې دلته تسلط ډير و . ",په کندهار کې مستند فلم جوړېږي 
102,,"
 له ايران څخه افغانستان ته جعلي روپۍ ليږدوونکې نيولى دى. 
په فراه کي  پوليسو يو تن د لس زره دوه سوه جعلي افغانيو سره يوځاي دغه کس په فراه کي دوږي په څوارلسمه نيټه دفراه داميني قومانداني د پوليسو له خوا په داسي حال کي ونيو ل شوچي يوه اندازه  جعلي افغانۍ يي دافغانۍ پلورلو بازار ته وړاندي کړي وې .
دفراه دامنيت امير سمونيار محمدرسول  خبريالانوته  وويل   :زموږپوليسو ،يوتن عبدالجبار دمحي الدين زوي په بازار کي د لس زره دوه سوه  جعلي افغانيو سره ونيوى سر له دې چې بل ملگري يې  يه تيښته بريال شوى چې له هغه سره لس زره اوسل جعلي افغانۍ وې:ده زياته کړه نيول شوي کس دلومړنيو تحقيقاتو په ترڅ کي ويلي چي دغه جعلي افغاني يي دايران له مرکزتهران څخه راوړي او هلته دجعلي افغانيودچاپ ځاي موجودى.چې نورې هم توليده وي .دفراه دامنيت دامير په وينا پلټنه راونه ده اونور معلومات به وروسته معلوميږي . ",دايران څخه افغانستان ته جعلي بانک نوټونه راوړل کيږي 
103,,"
په کندهار کي ديوي چاودنې په تر څ کې يو تن عام وګړى  وژل شوي اوڅلور نور ټپيان شويدي .
داچاودنه دوږي دمياشتي پرديرلسمه  نيټه   ددووبجو او ديرشو دقيقو په  شاو خواکي د کندهار ښار د پنځمي   ناحي دحضرت جي بابا  په   سيمه کي رامنځ ته شوه . دا چاودنه دهغه چاوديدونکي موادو له امله رامنځ ته شوه چي په يوه زاړه جيپ موتر کي ځاي پر ځاي شوي وه
دکندهار دامنيت اميرجنرال احساس په دې اړه وويل:. دچاودني له امله هغه وخت  يوتن مړ او څلور نور ټپيان شول چې ددوى ټکسي موټر ته نيږدې په يوه جيف موټر کې يوه قوي انفجار وشو:
جنرال احساس زياته کړه چاودنه په داسي ځاي کي رامنځ ته شوي چي کوم دولتي اويا دمرستنديه موسيسي دفترونه نه وموجود.يووژل شوي کس اوټپيان ټوله دکندهار عام اوسيدنکي دي.خويوه خبره ديادوني وړده چي په دي چاودنه کي دټولټاکنوددفتر يوه موټرته چي دچاودني پر وخت پر سړک تيريده هم زيان اوښتي ولي په موټرکي ناست کسان روغ رمټ دي .جنرال احساس ددي چاودني پړه پر طالبانواچولې دده په په وينا  هڅي  يې رواني دي . ", په کندهار کې يوه زوره وره چاودنه .
104,,"
 دغه نښته دجمعي دشپي دروبجو په شاوخواکي هغه وخت رامنځ ته شوه چي يوي ډلي وسلوالو کسانودهلمند دگرمسير ولسوالي دستار په سيمه کي پريوي امنيتي پوستي بريد وکړ.
ددي ولسوالي امنيه قوماندان خان محمدد ويلي دي:دوسلوالو کسانو دبريد په وړاندي دسيمي امنتي ځواکونوکلک مقامت وښودي چي په نتجه کي يي بريدکونکي په داسي حال کي شاتگ ته مجبوره شول چي څلورتنه ووژل شول اواته تنه يي ټپيان شول:ده زياته کړه ددي بريد په ترڅ کي ددولتي ځواکونوڅخه هم پنځه تنه ټپيان شول چي ديوه حالت يي نازک دي .خان محمد داوسلواله بريد کونکي طالبان وبلل اووويل چي دنيولو لپاره يي په سيمه کي عمليات روان دي .ولي تردي مهاله کوم څوک نه دي نيول شوي.ديادوني وړده چي پخپله طالبانو ددي بريد په اړه تر اوسه څه نه دي ويلي. ",دهلمند په گرمسيرولسوالي کي نښته شوي.
105,,"
 .

په دي اړه دکندهار امنيه قوماندان ډگرجنرال خان محمدمجاهد دبينوا ويبپاڼې خبريال ته وويل:دوږي پر يولسمه نيټه دسهار پر نهو بجو يوه ډله ماشوم تښتونکي  پاکستانيان په داسي حال کي ونيول شول چي دکندهار دډنډولسوالي دغونډۍ له کلي څخه يي يوه پنځه کلنه نجلي تښتوله:
ده زياته کړه کله چي ددوي څخه يوه نر اويوي ښځي نوموړي ماشومه سرايچه موټرته پورته کړه دکلي نوروماشومانووليدل اونيژدي امنتي پوستي ته يي خبرورکړچي دوي بيا دکندهار کابل ددوه لاري پوليس دمخابري له لاري خبراوماشوم تښتونکي يي په داسي حال کي ونيول چي ماشومي ته يي نشه ورکړي وه 
اوتر خپل څادر لاندي يي پټه کړي وه.
 
خان محمدمجاهدوايي تردي مهاله مودنوموړوپاکستانيانوڅخه څوارلس نارينه اواوه تني ښځي دنشيي موادو سره يوځاي دماشوم تښتوني په تور نيولي اوتحقيقات ورڅخه روان دي.
نوموړي کسان چي دپاکستان دسيندصوبې  اوسيدونکي دي اواوس په کندهار ښارکي له خپلو ښځواوماشومانوسره يوځاي په خيموکي ژوند کوي ښځي يي دجاموټوکران  په کليواوکورنوگرځوي اودکورونوپر ښځويي پلوري. ",په کندهار کي يوه ډله  ماشوم تښتونکي پاکستانيان نيول شويدي 
106,,"
ترراتلونکو ټولټاکنوپوري به په ټول افغانستان کي ا وويشت زره وسلواله کسان بي وسلي شي.
دغه خبره په هغه غونډه کي ياده شوه چي دسنبلي په پر يولسمه نيټه په کندهار
کي جوړه شوي وه . دملي دفاع دوزارت دافراسيون ريس جنرال کريمي وويل:مخکي داسي پلان ووچي دټولټاکنو تر وخت پوري بايدپه ټول افغانستان کي په سلوکي څلويښت وسلواله کسان بي وسلي اوملکي ژوندته راستانه کړو خواوس داسي فيصله شوي چي دټولټاکنو تر وخته پوري بايد په ټول افغانستان کي وويشت زره تنه بي وسلي اوملکي ژوندته راستانه کړو:
ده زياته کړه که څه هم موږدزياتو ستونزو سره لاس او گريوان يو خو بيامو هم تردي مهاله څوارلس زره وسلواله کسان دبي وسلي کولو په پروسه کي شامل کړيدي اودنور دبې وسلي کولو کارروان دي .
جنرال کريمي داهم وويل چي دراتلونکي عيسوي کال دجون ترمياشتي پوري به موږپه افغانستان کي ټوله هغه وسلواله کسان بي وسلي اوملکي ژوند ته راستانه کړوچي اوس په يوه اوبل نامه ددفاع وزارت سره راجسټر دي اوددويځاي به دملي اوردو ځواوکونه ونيسي.ده دافغانستان دنوروولايتونوپه پرتله په کندهار کي دخپل کار څخه غوښي څرگنده اووويل :په کندهار کي پلان ووچي دري زره اوه سوه دولس تنه بي وسلي شي چي له دي جملي څخه ديوزردري سوه دوه نفرو نه وسله ټوله شويده:خودکندهار دځانگړي نظم غنډقوماندان جنرال عطامحمداو دسيمي نور قوماندانانو انديښنه ښکاره کړه چي ددي سيمي دامنيتي ځواکونو په بي وسلي کووسره به په سيمه کي به دطالبانو حملي نوري هم زياتي شي.ولي ددوي په ځواب کي جنرال کريمي وويل چي درواني مياشتي په وروستيوکي به موږپه کندهار کي دملي اوردو قولواوردو جوړاوپرانيزو.دده په وينا همدااوس په کندهار ،زابل ،اواروزگان کي دملي اوردو ځواکونه دايتلاف
دځواکونوسره يوځاي دطالبانوپر ضدپه عملياتو بوخت دي
ديادوني وړده چي په دي غونډه کي دکاناډاسفير الکساندر اودجاپان دسفارت
استازې په افغانستان کي دډي،ډي،ار دپروسي سره دخپلوهيوادونوله خوا دمالي مرستي يو ځل بيا ډاډ ورکړ. ",په افغانستان کي د بې وسلې کولو بهير
107,,"
",
108,,"
",
109,,"
",
110,,"
",
111,ډاکټر طارق رشاد,"

 
ډاکټر طارق رشاد / هالنډ
 افغان کړېدلی ولس چي د سولي له هر نوښت څخه تر څو له هغه ناهيلی شوی نه دی ملاتړ ښيې ، اوس لا هم هيله من دی چي جګړه ژر تر ژره ختمه ، نېمګړتياوي رفع ، د عادلانه او رښتيني سولي پرلور ګام واخستل شي ، نه  (( د منفي سولي )) لپاره چي پراخه جګړه نه وي ، خو د جګړې (( بالقوه ځواکونه )) په ټولنه کي موجود اوولس يې يرغمل کړي ، او هم کله کله په سيمه کي دخپل واک د غزېدو لپاره جګړې پېښوي ، له مرکز څخه فرار او قومندان سالاري اوملک الطوايفۍ ته لمن وهي ، او مرکز هم تر فشار لاندي راولي ، څو امتيازات واخلي ، القاب تر لاسه کړي ، خپلي کوچنۍ سيمي په لويو اداري واحدونو بدلي ، بې انډولي او ملي بېباوري رامنځ ته کړي ، او يوازي د بهرنيو ځواکونو څخه د بېري په خاطر د څه مودې لپاره پر ځای کښيني او جګړې د پراخ بالفعله حالت څخه ډډه وکړي، چي دا ډول هڅي د حل لار نه ده اوهم هيڅکله رښتينې سوله نه سي رامنځ ته کولای . 
ځکه دا ډول هڅي د واک انحصار ، پوځي سياست ، د مرکز اويو موټي ملت په وړاندي سيمه ايزي واکمنۍ ، بې انډولۍ ، وېشنه اوپاشنه رامنځ ته کوي  او کله کله په پټه ، د  دواړو ډلو اوددوی د ملاتړو په مصلحت دا شخړي رامنځ ته سوي وې ، څو ولس لوټ اوتالان کړي ، قومي شخړي راوياروي او د هغو مظلمو خلکو چي په دواړو خواوو کي ښکلېل نه وي پر سر، مال  اوپت تيری وکړي او دهغه په پايله کي د لويي سطحي قومندان ددې پر ځای چي ورټل شي له مرکز څخه نور امتيازات هم تر لاسه کړي . 
د خواشينۍ خبره خو لاداده ، ځيني چي ځانونه روڼ اندي ( روښنفکران ) هم بولي او دوينا د ازادۍ ، ولسواکۍ ، ټولنيز عدالت او مدني ټولني د جوړېدو نارې هم وهي ، خو د قومي ، نژادي، مذهبي ، ژبني  او سيمه ايزو اړيکو پر بنسټ نه يوازي د جګړه مارو او د جنګ اوفساد  د ډلو او مشرانو ملاتړ کوي بلکي ، که څوک د هغو غندنه او دخپلو انساني ، ملي اوافغاني حقوقو دفاع وکړي اوحقايق څرګند کړي اويوه او بله پلمه يې د څارنوالۍ ياجګړه مارۍ تر منګولو رسوي . 
که د نشه يي توکو سره په تړاو کي ددا ډول پوځي ، وسله والو هڅو اوددوی دمتعصبو ملاتړو مخنيوی و نه شي اودوی ته نور امتياز هم ورکړه شي په سيمو کي دواک انحصار ، پوځي سياست ، دجګړې اوغچ اخيستني فرهنګ ، قومي ، نژادي ، مذهبي ، ژبنۍ ، او سيمه ايزي کرکي له مرکز څخه سرغړوني ، د مرکز له ټاکونو سره مخالفت اوپه خپل سرټاکني ، ملک الطوايفي پياوړې کوي او هيواد پر جزايرو ويشي  خو ددې دپاره چي (( د رښتيني سولي )) پرلور ، نه دمعاملې پر لار روان شو ، نو لازمه ده دجګړې مخنيوی د رښتينو ولس ډله ايزو ملي  _ سياسي اوټولنيزو _ کلتوري هڅو په وسيله تر سره او دجګړې (( بالقوه ځواکونه )) د بې پرې لوري له خوا په رښتينې اوبشپړه توګه په مرکز او نورو سيمو کي بې وسلې شي  او (( د بالقوه شخړو )) دحل له پاره بې پرې ملي هڅنده اړيکي اود ولس سره رښتينې پلان شوې همکاري او جوړونکي هڅي (( درښتيني سولي )) خاکه يامنځپانګه وګڼل شي  او دوګړو او ولسي ډلو تر منځ ازاده همکاري د امنيت ، ولسواکۍ ، ازادۍ ، ټولنيز عدالت او ملي ټولني دجوړېدو پر بنسټ رامنځ ته او په دغو ګډو ملي هڅو کي دوسله واکۍ ، پاټکسالارۍ ، جګړه مارو اوملي ضد ډلو اواشخاصو پر ضد پراخ او افغاني کار تر سره شي ، ځکه داوسنۍ وضع په پام کي لرلو سره ددې اړتيا شته چي د پخوانيو اختلافاتو په ليري کولو سره پر نوي فکري  بنسټ چي پر ملي تفکر ولاړ وي ټول رښتيني افغاني، ملي _ سياسي اوټولنيز _ کلتوري شخصيتونه اوډلي که په هيوا کي دننه او يا دباندي دي د پيوستون ږغ پورته کړي ، او راتلونکو ټولټاکنو ته چي د ولسمشرۍ او پارلمان لپاره تر سره کيږي چمتو والی وښيي ، اوداسي څوک د ولسمشرۍ اوپارلمان لپاره وټاکي چي پر ملي ارزښتونو او ولسواکۍ باور ولري او داسلام د سپيڅلي دين په رڼا کي دملي او مدني ټولني پر لور ګام واخلي . ",وسله والي ټلوالي ته بايد دپای ټکی کښېښول شي 
112,,"
",
113,,"
",
114,,"
",
115,,"
",
116,,"
",
117,,"
",
118,,"
",
119,,"
",
120,,"
",
